"",rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change,bfi_injected,log_bfi_baseline,log_bfi_injected,log_bfi_baseline_std,log_bfi_change
227,20241015a,fa/+,Adult,M,24,Empa,50.75128173828125,-13.047008514404297,37.70427322387695,3.9269368735296952,3.629773436144,-0.8350241258379012,-0.29716343738569506
228,20241015a,fa/+,Adult,M,25,Empa,46.64106750488281,-11.542781829833984,35.09828567504883,3.8424814299639003,3.5581522881123515,-1.2414908450079287,-0.2843291418515488
229,20241015a,fa/+,Adult,M,2,Empa,45.76469421386719,-8.725223541259766,37.03947067260742,3.8235129251552307,3.611984118979522,-1.332782366212649,-0.2115288061757088
230,20241015a,fa/+,Adult,M,3,Empa,50.62638092041016,-12.107986450195312,38.51839447021485,3.9244728024948814,3.651135905641097,-0.8468831940878051,-0.2733368968537846
231,20241015a,fa/+,Adult,M,4,Empa,44.07064056396485,-8.101470947265625,35.969169616699226,3.785793813896091,3.582662172000393,-1.514316708537993,-0.20313164189569788
232,20241015a,fa/+,Adult,M,5,Empa,49.34006118774414,-10.55807113647461,38.78199005126953,3.898736351224968,3.6579559649308058,-0.9707474527914051,-0.24078038629416243
233,20241015a,fa/+,Adult,M,6,Empa,58.80237579345703,-10.940387725830078,47.86198806762695,4.074182258738965,3.868321620849151,-0.12636230237222504,-0.2058606378898138
234,20241015a,fa/+,Adult,M,7,Empa,54.99903106689453,-12.02875518798828,42.97027587890625,4.0073155681117365,3.760508618034068,-0.4481779629558192,-0.2468069500776684
235,20241015a,fa/+,Adult,M,8,Empa,54.39728164672852,-11.612537384033203,42.78474426269532,3.9963141828841136,3.756181596586648,-0.5011253725128342,-0.2401325862974657
236,20241015a,fa/+,Adult,M,9,Empa,51.63289642333984,-11.78207015991211,39.85082626342773,3.9441589969372433,3.685143139360737,-0.7521375799499044,-0.25901585757650647
259,20241015b,fa/+,Adult,M,0,Empa,57.13313674926758,-12.02825164794922,45.10488510131836,4.045384276695033,3.8089905577451617,-0.2649610804485617,-0.2363937189498717
260,20241015b,fa/+,Adult,M,10,Empa,63.4889030456543,-12.43011474609375,51.05878829956055,4.1508651354406325,3.9329776806183308,0.24269664745336406,-0.21788745482230176
261,20241015b,fa/+,Adult,M,11,Empa,68.8190689086914,-17.50379180908203,51.315277099609375,4.231480870906864,3.937988507055998,0.6306836394689882,-0.2934923638508664
262,20241015b,fa/+,Adult,M,12,Empa,75.87598419189453,-16.03951644897461,59.83646774291992,4.3291002205231415,4.091615303563684,1.100505537155526,-0.23748491695945706
263,20241015b,fa/+,Adult,M,13,Empa,55.38215637207031,-12.348846435546877,43.03330993652344,4.014257454725287,3.761974465493947,-0.4147680871973412,-0.2522829892313405
264,20241015b,fa/+,Adult,M,14,Empa,64.95233154296875,-14.61123275756836,50.34109878540039,4.173653639977601,3.918821816751445,0.3523730434658589,-0.2548318232261564
265,20241015b,fa/+,Adult,M,15,Empa,68.81781768798828,-15.547901153564451,53.26991653442383,4.231462689433364,3.9753717540875044,0.6305961357679686,-0.2560909353458598
266,20241015b,fa/+,Adult,M,16,Empa,56.0714111328125,-12.259147644042969,43.81226348876953,4.026626077159936,3.7799137665210547,-0.3552404455273565,-0.24671231063888088
267,20241015b,fa/+,Adult,M,17,Empa,50.149356842041016,-10.489131927490234,39.66022491455078,3.915005689640583,3.680348794143416,-0.8924464655529674,-0.23465689549716728
268,20241015b,fa/+,Adult,M,18,Empa,63.43457412719727,-6.850688934326172,56.5838851928711,4.150009046039598,4.0357242307635675,0.23857646484034223,-0.1142848152760303
269,20241015b,fa/+,Adult,M,19,Empa,58.82716369628906,-9.300003051757812,49.52716064453125,4.074603715854354,3.902521218983424,-0.1243339157611275,-0.17208249687093025
270,20241015b,fa/+,Adult,M,1,Empa,54.77252578735352,-12.755451202392578,42.017074584960945,4.003188713988535,3.7380760734064573,-0.4680396649980841,-0.2651126405820774
271,20241015b,fa/+,Adult,M,2,Empa,61.71233749389648,-14.991710662841797,46.72062683105468,4.122483870304569,3.844185755190556,0.1061034423420395,-0.2782981151140129
272,20241015b,fa/+,Adult,M,3,Empa,51.397586822509766,-10.811412811279297,40.58617401123047,3.9395912223805722,3.703427467014922,-0.7741213415592075,-0.23616375536565037
273,20241015b,fa/+,Adult,M,4,Empa,48.920654296875,-7.802703857421875,41.117950439453125,3.890199685563442,3.7164447765061728,-1.0118326728505336,-0.1737549090572692
274,20241015b,fa/+,Adult,M,5,Empa,74.5982666015625,-16.989582061767578,57.60868453979492,4.31211727103577,4.053673329597029,1.0187700862655595,-0.25844394143874094
275,20241015b,fa/+,Adult,M,6,Empa,53.8168830871582,-12.992202758789062,40.82468032836914,3.9855872299680057,3.7092868085348525,-0.5527519956695159,-0.27630042143315325
276,20241015b,fa/+,Adult,M,7,Empa,70.28632354736328,-15.49630355834961,54.79001998901367,4.2525772357562195,4.003508060379856,0.7322161144011808,-0.24906917537636364
277,20241015b,fa/+,Adult,M,8,Empa,63.50326156616211,-10.858142852783203,52.645118713378906,4.151091267826247,3.9635735222853596,0.2437849762217405,-0.18751774554088696
278,20241015b,fa/+,Adult,M,9,Empa,69.22578430175781,-16.92481231689453,52.30097198486328,4.237373398740158,3.957014955694803,0.6590431667521652,-0.2803584430453552
299,20241021a,fa/fa,Adult,M,0,Empa,67.16118621826172,-9.38260269165039,57.77858352661133,4.20709549462426,4.056618179794902,0.5133218274314356,-0.15047731482935767
300,20241021a,fa/fa,Adult,M,10,Empa,77.86663818359375,-10.135704040527344,67.7309341430664,4.354997596493007,4.215543005292729,1.2251442934173806,-0.1394545912002778
301,20241021a,fa/fa,Adult,M,11,Empa,84.20043182373047,-12.24895477294922,71.95147705078125,4.4332000497829975,4.275991961972993,1.6015166535372631,-0.1572080878100044
302,20241021a,fa/fa,Adult,M,12,Empa,59.61513519287109,-7.8769378662109375,51.73819732666015,4.08790948802154,3.9461963351509244,-0.060295964736613306,-0.14171315287061592
303,20241021a,fa/fa,Adult,M,13,Empa,59.21735763549805,-8.118972778320312,51.098384857177734,4.081214702216604,3.933752889218502,-0.09251659500964644,-0.14746181299810202
304,20241021a,fa/fa,Adult,M,14,Empa,57.03619766235352,-7.738197326660156,49.29800033569337,4.043686112985673,3.8978835190838965,-0.2731339939093672,-0.14580259390177686
305,20241021a,fa/fa,Adult,M,15,Empa,90.70396423339844,-11.086929321289062,79.61703491210938,4.507601063259662,4.377228076387762,1.959593463911541,-0.13037298687190013
306,20241021a,fa/fa,Adult,M,16,Empa,72.9393081665039,-9.376873016357422,63.562435150146484,4.289627700368509,4.1520226535549085,0.910532397625131,-0.13760504681360075
307,20241021a,fa/fa,Adult,M,17,Empa,51.58365631103516,-6.371585845947266,45.2120704650879,3.9432048841571588,3.811364096875618,-0.756729528971367,-0.1318407872815408
308,20241021a,fa/fa,Adult,M,18,Empa,82.8664321899414,-11.666122436523438,71.20030975341797,4.417230060838223,4.26549716887782,1.5246563738738574,-0.1517328919604033
309,20241021a,fa/fa,Adult,M,19,Empa,65.0970458984375,-8.836380004882812,56.26066589355469,4.175879170280729,4.029995638995127,0.3630840641240015,-0.1458835312856026
310,20241021a,fa/fa,Adult,M,1,Empa,69.00548553466797,-9.662200927734377,59.343284606933594,4.234186001939697,4.083338965655255,0.6437028800225444,-0.15084703628444185
311,20241021a,fa/fa,Adult,M,20,Empa,74.79988098144531,-11.384708404541016,63.4151725769043,4.314816293822018,4.149703147905019,1.0317599290817516,-0.16511314591699922
312,20241021a,fa/fa,Adult,M,21,Empa,78.79338836669922,-12.076263427734377,66.71712493896484,4.3668290893677995,4.200461665679655,1.28208684073766,-0.16636742368814428
313,20241021a,fa/fa,Adult,M,22,Empa,80.22525787353516,-12.21892547607422,68.00633239746094,4.384838401369504,4.219600824332456,1.3687619637939907,-0.16523757703704778
314,20241021a,fa/fa,Adult,M,2,Empa,66.46685028076172,-9.433956146240234,57.032894134521484,4.196703331354735,4.04362819146143,0.4633064781431196,-0.15307513989330523
315,20241021a,fa/fa,Adult,M,3,Empa,73.19364929199219,-9.780452728271484,63.4131965637207,4.293108658897428,4.149671987476211,0.9272855367133698,-0.14343667142121763
316,20241021a,fa/fa,Adult,M,4,Empa,80.80486297607422,-9.695938110351562,71.10892486572266,4.392037149063437,4.264212854469114,1.4034080592230713,-0.12782429459432354
317,20241021a,fa/fa,Adult,M,5,Empa,70.09769439697266,-8.832466125488281,61.265228271484375,4.249889903299545,4.1152124433633634,0.7192825347423083,-0.13467745993618152
318,20241021a,fa/fa,Adult,M,6,Empa,78.7676773071289,-11.965965270996094,66.80171203613281,4.366502726256601,4.201728709497601,1.2805161220549317,-0.16477401675899994
319,20241021a,fa/fa,Adult,M,7,Empa,74.13999938964844,-7.896903991699219,66.24309539794922,4.305955189490167,4.193331239026694,0.9891132522789128,-0.11262395046347251
320,20241021a,fa/fa,Adult,M,8,Empa,74.4070053100586,-8.774017333984375,65.63298797607422,4.309550094799778,4.1840784350445,1.006414793840128,-0.1254716597552772
321,20241021a,fa/fa,Adult,M,9,Empa,71.9006118774414,-11.830394744873049,60.07021713256836,4.275284774808195,4.095514163514574,0.8415028401489544,-0.1797706112936206
344,20241021b,fa/+,Adult,F,0,Empa,65.34198760986328,-12.239013671875,53.10297393798828,4.179634825206179,3.972232933044723,0.3811592605995619,-0.2074018921614562
345,20241021b,fa/+,Adult,F,10,Empa,57.20096969604492,-10.609283447265623,46.5916862487793,4.046570850970115,3.8414221185366797,-0.25925034195403057,-0.20514873243343512
346,20241021b,fa/+,Adult,F,13,Empa,54.64864730834961,-7.497455596923828,47.15119171142578,4.000924462410443,3.853359283657745,-0.47893704320681496,-0.1475651787526977
347,20241021b,fa/+,Adult,F,16,Empa,59.01911544799805,-9.726642608642578,49.29247283935547,4.077861382076119,3.8977713886484566,-0.10865543672643903,-0.18008999342766208
348,20241021b,fa/+,Adult,F,17,Empa,56.86498260498047,-7.067432403564453,49.797550201416016,4.040679731736079,3.907965790077954,-0.2876030899380326,-0.13271394165812467
349,20241021b,fa/+,Adult,F,18,Empa,66.36109924316406,-9.233173370361328,57.127925872802734,4.1951110300308,4.045293066682649,0.45564305861983206,-0.14981796334815112
350,20241021b,fa/+,Adult,F,19,Empa,60.01810073852539,-9.564064025878906,50.454036712646484,4.094646195701571,3.921062757724456,-0.027873573081343177,-0.17358343797711528
351,20241021b,fa/+,Adult,F,1,Empa,61.58992385864258,-9.181705474853516,52.40821838378906,4.120498283436499,3.9590634184142734,0.09654722019914388,-0.16143486502222526
352,20241021b,fa/+,Adult,F,20,Empa,66.348876953125,-11.799617767333984,54.549259185791016,4.1949268345328585,3.999104131724738,0.4547565634861491,-0.1958227028081203
353,20241021b,fa/+,Adult,F,21,Empa,57.02408599853516,-7.182624816894531,49.84146118164063,4.0434737399584435,3.908847191498098,-0.2741561017093349,-0.1346265484603455
354,20241021b,fa/+,Adult,F,2,Empa,62.61066436767578,-7.916027069091797,54.694637298583984,4.136935620908009,4.001765666204744,0.17565675241929335,-0.1351699547032652
355,20241021b,fa/+,Adult,F,3,Empa,66.326416015625,-9.867351531982422,56.45906448364258,4.194588249447241,4.033515853145782,0.45312702294855645,-0.1610723963014591
356,20241021b,fa/+,Adult,F,4,Empa,56.56829452514648,-10.464500427246094,46.10379409790038,4.035448660856525,3.8308952480889156,-0.3127791606373916,-0.2045534127676092
357,20241021b,fa/+,Adult,F,5,Empa,59.35655975341797,-9.743213653564451,49.613346099853516,4.083562641543143,3.9042598721306265,-0.08121644484081858,-0.17930276941251622
358,20241021b,fa/+,Adult,F,6,Empa,56.364871978759766,-7.826030731201172,48.538841247558594,4.031846127204281,3.882364327898938,-0.33011741584632304,-0.14948179930534256
359,20241021b,fa/+,Adult,F,7,Empa,61.745887756347656,-10.770133972167969,50.97575378417969,4.123027378251634,3.9313501036818335,0.10871923456050493,-0.19167727456980055
360,20241021b,fa/+,Adult,F,8,Empa,58.11109161376953,-10.094379425048828,48.0167121887207,4.062356551210341,3.871549120908921,-0.18327700600858018,-0.19080743030141978
361,20241021b,fa/+,Adult,F,9,Empa,51.9163932800293,-7.482761383056641,44.433631896972656,3.949634603111353,3.7939966578557036,-0.725784611057809,-0.15563794525564933
382,20241022a,fa/+,Adult,F,0,Empa,79.69193267822266,-10.090499877929688,69.60143280029297,4.378168359571621,4.242785153339587,1.3366604213493007,-0.13538320623203415
383,20241022a,fa/+,Adult,F,10,Empa,83.65641021728516,-8.42962646484375,75.2267837524414,4.4267180559048676,4.3205073344641765,1.5703201471418984,-0.1062107214406911
384,20241022a,fa/+,Adult,F,11,Empa,86.40876770019531,-7.760848999023437,78.64791870117188,4.459089148672985,4.364981166359123,1.7261155739121647,-0.09410798231386153
385,20241022a,fa/+,Adult,F,12,Empa,99.26544189453124,-11.5496826171875,87.71575927734374,4.597797493304184,4.474101578529555,2.393690372922321,-0.12369591477462905
386,20241022a,fa/+,Adult,F,13,Empa,82.99205017089844,-8.612503051757812,74.37954711914062,4.4187448221357855,4.309180999733303,1.5319466091618428,-0.10956382240248264
387,20241022a,fa/+,Adult,F,14,Empa,77.05474853515625,-6.5721588134765625,70.48258972167969,4.344516189135857,4.2553657250175725,1.17469943064869,-0.08915046411828431
388,20241022a,fa/+,Adult,F,15,Empa,78.3804931640625,-6.614265441894531,71.76622772216797,4.361575084714723,4.273413999410878,1.2568003944924733,-0.08816108530384525
389,20241022a,fa/+,Adult,F,16,Empa,73.19012451171875,-7.450950622558594,65.73917388916016,4.293060500823859,4.1856950018224675,0.9270537617875786,-0.10736549900139192
390,20241022a,fa/+,Adult,F,17,Empa,79.18128204345703,-7.543800354003906,71.63748168945312,4.371739933053054,4.271618424277797,1.3057217236632026,-0.10012150877525716
391,20241022a,fa/+,Adult,F,18,Empa,72.34288787841797,-6.531982421875,65.81090545654297,4.281417146634211,4.186785561020134,0.8710166873518249,-0.09463158561407692
392,20241022a,fa/+,Adult,F,19,Empa,74.16462707519531,-8.249526977539062,65.91510009765625,4.3062873124503245,4.188367551795691,0.9907116919327312,-0.11791976065463317
393,20241022a,fa/+,Adult,F,1,Empa,67.603515625,-8.929302215576172,58.67421340942383,4.213659987983621,4.072000335757561,0.5449153869006291,-0.14165965222605958
394,20241022a,fa/+,Adult,F,20,Empa,67.68295288085938,-4.648792266845703,63.03416061401367,4.214834344382544,4.14367681140537,0.550567323264382,-0.07115753297717387
395,20241022a,fa/+,Adult,F,21,Empa,72.22244262695312,-7.353302001953125,64.869140625,4.2797508373066195,4.172372019488069,0.8629970824937818,-0.10737881781855041
396,20241022a,fa/+,Adult,F,22,Empa,76.40463256835938,-10.651748657226562,65.75288391113281,4.336043330045714,4.1859035318622535,1.1339212985241796,-0.1501397981834609
397,20241022a,fa/+,Adult,F,23,Empa,72.82660675048828,-8.998760223388672,63.82784652709961,4.2880813657739365,4.156189561069192,0.9030902065376443,-0.13189180470474415
398,20241022a,fa/+,Adult,F,24,Empa,75.4755859375,-7.530220031738281,67.94536590576172,4.323809238894997,4.21870393968082,1.0750411283172088,-0.105105299214177
399,20241022a,fa/+,Adult,F,25,Empa,77.41413879394531,-6.253486633300781,71.16065216064453,4.349169435669627,4.2649400274639655,1.1970945513444629,-0.08422940820566183
400,20241022a,fa/+,Adult,F,2,Empa,80.30094146728516,-9.388275146484377,70.91266632080078,4.385781345258645,4.261449068086928,1.3733001592352603,-0.12433227717171746
401,20241022a,fa/+,Adult,F,3,Empa,83.904541015625,-9.86785125732422,74.03668975830078,4.429679736151828,4.3045607778768264,1.5845741064177703,-0.1251189582750012
402,20241022a,fa/+,Adult,F,4,Empa,79.24547576904297,-7.567291259765625,71.67818450927734,4.372550323040017,4.272186440629368,1.3096219643740639,-0.1003638824106492
403,20241022a,fa/+,Adult,F,5,Empa,76.49678802490234,-7.139007568359375,69.35778045654297,4.337248753348445,4.239278331622073,1.139722753520863,-0.09797042172637216
404,20241022a,fa/+,Adult,F,6,Empa,74.18702697753906,-8.180130004882812,66.00689697265625,4.306589296309649,4.189759236152425,0.9921650782789428,-0.11683006015722341
405,20241022a,fa/+,Adult,F,7,Empa,66.94525146484375,-6.964134216308594,59.981117248535156,4.203875143032433,4.094029800165307,0.4978229360534754,-0.10984534286712577
406,20241022a,fa/+,Adult,F,8,Empa,74.89060974121094,-8.405204772949219,66.48540496826172,4.316028512052286,4.196982449412352,1.0375940866703195,-0.11904606263993411
407,20241022a,fa/+,Adult,F,9,Empa,77.38504028320312,-7.073204040527344,70.31183624267578,4.348793483920291,4.252940152250014,1.1952851727222324,-0.09585333167027699
438,20241022b,fa/fa,Adult,M,0,Empa,62.90569305419922,-4.552898406982422,58.3527946472168,4.141636669216359,4.066507252139502,0.1982819332469357,-0.07512941707685705
439,20241022b,fa/fa,Adult,M,10,Empa,62.43354415893555,-4.340763092041016,58.09278106689453,4.1341026975877995,4.062041405998668,0.16202247381025747,-0.07206129158913122
440,20241022b,fa/fa,Adult,M,11,Empa,50.456661224365234,-4.661476135253906,45.79518508911133,3.921114774245459,3.824178956534988,-0.8630446949667818,-0.0969358177104711
441,20241022b,fa/fa,Adult,M,1,Empa,69.58304595947266,-3.0999526977539062,66.48309326171875,4.242520945130581,4.196947678672305,0.6838172512250106,-0.045573266458275974
442,20241022b,fa/fa,Adult,M,2,Empa,73.27478790283203,-3.9359130859375,69.33887481689453,4.294216592056186,4.239005713083027,0.9326177916526152,-0.055210878973158906
443,20241022b,fa/fa,Adult,M,3,Empa,77.70531463623047,-5.8733673095703125,71.83194732666016,4.3529236544711525,4.274329325933075,1.2151628360502742,-0.07859432853807746
444,20241022b,fa/fa,Adult,M,4,Empa,72.606689453125,-3.602363586425781,69.00432586669922,4.285057058813625,4.234169196352369,0.8885348377417519,-0.05088786246125654
445,20241022b,fa/fa,Adult,M,5,Empa,74.85441589355469,-4.860466003417969,69.99394989013672,4.315545105699285,4.2484088081731555,1.0352675510909142,-0.0671362975261296
446,20241022b,fa/fa,Adult,M,6,Empa,69.45211791992188,-2.14898681640625,67.30313110351562,4.240637564342598,4.209206760137774,0.6747529259723366,-0.031430804204823914
447,20241022b,fa/fa,Adult,M,8,Empa,73.83223724365234,-5.507728576660156,68.32450866699219,4.3017954552484525,4.224268540672171,0.9690933049734256,-0.07752691457628114
448,20241022b,fa/fa,Adult,M,9,Empa,67.0190200805664,-4.411144256591797,62.60787582397461,4.204976460903651,4.13689108207698,0.5031233529712835,-0.06808537882667043
458,20241023a,fa/+,Adult,M,0,Empa,59.41910552978516,-9.938724517822266,49.4803810119629,4.084615816568502,3.901576247817253,-0.07614772956095502,-0.18303956875124916
459,20241023a,fa/+,Adult,M,10,Empa,51.23167419433594,-9.884456634521484,41.34721755981445,3.9363579773768427,3.7220051292374174,-0.7896822862828595,-0.21435284813942523
460,20241023a,fa/+,Adult,M,11,Empa,59.25948333740234,-10.243053436279297,49.01642990112304,4.081925823535059,3.89215554601332,-0.08909411402985049,-0.1897702775217387
461,20241023a,fa/+,Adult,M,12,Empa,63.624847412109375,-11.554988861083984,52.06985855102539,4.153004076629845,3.9525862506553775,0.2529909324747843,-0.20041782597446733
462,20241023a,fa/+,Adult,M,13,Empa,68.3031997680664,-12.695476531982422,55.607723236083984,4.223956614206557,4.018322098733648,0.5944709359884316,-0.20563451547290867
463,20241023a,fa/+,Adult,M,14,Empa,53.65134048461914,-7.716232299804687,45.93510818481445,3.9825064544983837,3.8272297088924088,-0.5675791358130784,-0.15527674560597493
464,20241023a,fa/+,Adult,M,15,Empa,53.84196853637695,-7.832099914550781,46.00986862182617,3.9860532473793833,3.8288559087367884,-0.55050914949784,-0.15719733864259489
465,20241023a,fa/+,Adult,M,16,Empa,60.31550216674805,-8.193355560302734,52.12214660644531,4.099589154718377,3.953589937257443,-0.0040841256552867165,-0.14599921746093392
466,20241023a,fa/+,Adult,M,17,Empa,67.54859924316406,-11.19528579711914,56.35331344604492,4.212847327598515,4.031641039929112,0.5410042192294066,-0.1812062876694034
467,20241023a,fa/+,Adult,M,18,Empa,53.09187698364258,-8.32663345336914,44.76524353027344,3.972023940719958,3.8014320242650763,-0.6180293235603245,-0.1705919164548817
468,20241023a,fa/+,Adult,M,19,Empa,68.52900695800781,-8.817523956298828,59.711483001708984,4.227257114875608,4.089524346989864,0.6103555684280526,-0.13773276788574407
469,20241023a,fa/+,Adult,M,1,Empa,55.14309310913086,-9.854053497314451,45.289039611816406,4.009931499581492,3.81306505204005,-0.4355880215951224,-0.19686644754144167
470,20241023a,fa/+,Adult,M,20,Empa,49.49433135986328,-8.28436279296875,41.20996856689453,3.9018581450344,3.7186801825961164,-0.9557228997955232,-0.18317796243828344
471,20241023a,fa/+,Adult,M,2,Empa,56.314109802246094,-8.80777359008789,47.5063362121582,4.030945121903285,3.8608630960845876,-0.3344537694688731,-0.17008202581869725
472,20241023a,fa/+,Adult,M,3,Empa,67.08995819091797,-11.629077911376951,55.460880279541016,4.206034378395559,4.0156779123938176,0.508214892769469,-0.1903564660017416
473,20241023a,fa/+,Adult,M,4,Empa,52.22070693969727,-7.816329956054687,44.404376983642585,3.955479100898561,3.793338045292091,-0.697656242530418,-0.16214105560647019
474,20241023a,fa/+,Adult,M,5,Empa,69.93630981445312,-10.612258911132812,59.32405090332031,4.2475849680821645,4.083014803935452,0.7081893545261837,-0.16457016414671255
475,20241023a,fa/+,Adult,M,6,Empa,57.73344802856445,-10.173782348632812,47.55966567993164,4.055836694096204,3.861985042359936,-0.21465574038910645,-0.19385165173626806
476,20241023a,fa/+,Adult,M,7,Empa,46.2417221069336,-7.176029205322266,39.065692901611335,3.8338824664676334,3.665244662437479,-1.2828758917618126,-0.16863780403015438
477,20241023a,fa/+,Adult,M,8,Empa,48.54608154296875,-7.476184844970703,41.06989669799805,3.8825134817575493,3.7152754126986385,-1.0488247945178537,-0.1672380690589108
478,20241023a,fa/+,Adult,M,9,Empa,52.20920181274414,-8.380950927734375,43.828250885009766,3.9552587592907376,3.780278606835647,-0.698716701473587,-0.17498015245509047
500,20241023b,fa/fa,Adult,F,0,Empa,53.61441040039063,-3.792156219482422,49.82225418090821,3.9818178826964252,3.9084617553160266,-0.5708930905972601,-0.07335612738039865
501,20241023b,fa/fa,Adult,F,10,Empa,59.42599105834961,-5.32830810546875,54.09768295288086,4.084731690572055,3.990791355968167,-0.07559005175982356,-0.09394033460388806
502,20241023b,fa/fa,Adult,F,11,Empa,51.89264297485352,-2.675968170166016,49.21667480468751,3.949177026267429,3.896232484872723,-0.7279868345103815,-0.05294454139470606
503,20241023b,fa/fa,Adult,F,12,Empa,53.93539047241211,-4.932987213134766,49.002403259277344,3.987786857486216,3.8918693430156064,-0.5421656397997899,-0.0959175144706097
504,20241023b,fa/fa,Adult,F,13,Empa,52.69904708862305,-3.062053680419922,49.636993408203125,3.9645973735740294,3.904736390577098,-0.6537718672620793,-0.05986098299693143
505,20241023b,fa/fa,Adult,F,14,Empa,50.05432891845703,-4.038143157958984,46.01618576049805,3.913108993898286,3.828993198958002,-0.9015748729484553,-0.08411579494028398
506,20241023b,fa/fa,Adult,F,15,Empa,54.58860397338867,-3.5631637573242188,51.02544021606445,3.9998251425300304,3.9323243361170843,-0.48422784420487597,-0.06750080641294609
507,20241023b,fa/fa,Adult,F,16,Empa,51.920040130615234,-3.10049819946289,48.819541931152344,3.949704845327262,3.8881306821094954,-0.7254465496867196,-0.06157416321776665
508,20241023b,fa/fa,Adult,F,1,Empa,50.60282897949219,-4.427577972412109,46.17525100708008,3.924007483416204,3.8324439620657658,-0.849122679327497,-0.09156352135043822
509,20241023b,fa/fa,Adult,F,2,Empa,64.95330810546875,-5.836719512939453,59.1165885925293,4.173668674929165,4.079511571871697,0.3524454036024821,-0.09415710305746838
510,20241023b,fa/fa,Adult,F,3,Empa,55.70867538452149,-5.185882568359375,50.52279281616212,4.020135886771435,3.922424577351047,-0.38647640004516826,-0.09771130942038786
511,20241023b,fa/fa,Adult,F,4,Empa,57.7256088256836,-4.954326629638672,52.77128219604493,4.055700902186821,3.965967144943972,-0.21530927898373398,-0.08973375724284915
512,20241023b,fa/fa,Adult,F,5,Empa,64.404296875,-3.393146514892578,61.01115036010742,4.165180352546008,4.111056640257392,0.3115928498218418,-0.05412371228861623
513,20241023b,fa/fa,Adult,F,6,Empa,55.21308898925781,-3.1658973693847656,52.04719161987305,4.0112000445453075,3.9521508381754185,-0.4294827749965391,-0.059049206369889085
514,20241023b,fa/fa,Adult,F,7,Empa,60.81753540039063,-4.559539794921875,56.25799560546876,4.107878158580244,4.029948175080237,0.0358091489836213,-0.0779299835000078
515,20241023b,fa/fa,Adult,F,8,Empa,60.677024841308594,-3.846343994140625,56.83068084716797,4.105565122976866,4.0400763356554945,0.02467698327193341,-0.06548878732137187
516,20241023b,fa/fa,Adult,F,9,Empa,67.8524398803711,-5.894737243652344,61.95770263671875,4.2173353455513745,4.126451936693385,0.5626041286710476,-0.09088340885798907
534,20241024a,fa/fa,Adult,F,0,Empa,38.31906127929688,-4.024555206298828,34.294506072998054,3.6459474559157816,3.534985168543971,-2.187368532270943,-0.11096228737181058
535,20241024a,fa/fa,Adult,F,10,Empa,45.89857864379883,-5.171497344970703,40.727081298828125,3.826434150220993,3.7068932593535804,-1.3187231094222613,-0.11954089086741249
536,20241024a,fa/fa,Adult,F,11,Empa,41.77340316772461,-4.380363464355469,37.39303970336914,3.7322598491602057,3.621484582912962,-1.7719646953537544,-0.11077526624724365
537,20241024a,fa/fa,Adult,F,12,Empa,37.79177474975586,-3.3028488159179688,34.48892593383789,3.6320914797345902,3.5406382850848352,-2.2540545023100362,-0.09145319464975499
538,20241024a,fa/fa,Adult,F,13,Empa,42.95083236694336,-5.260784149169922,37.69004821777344,3.760056028148026,3.6293960866036024,-1.6381873898110941,-0.13065994154442384
539,20241024a,fa/fa,Adult,F,1,Empa,37.10034942626953,-3.262622833251953,33.83772659301758,3.6136263880668666,3.521576351423874,-2.3429231993704724,-0.0920500366429926
540,20241024a,fa/fa,Adult,F,2,Empa,42.81659698486328,-3.5434226989746094,39.27317428588867,3.756925807440681,3.6705416976605347,-1.6532524997373896,-0.0863841097801461
541,20241024a,fa/fa,Adult,F,3,Empa,46.548606872558594,-5.268684387207031,41.27992248535156,3.840497075725476,3.7203762433942082,-1.2510411347572807,-0.12012083233126791
542,20241024a,fa/fa,Adult,F,4,Empa,41.2098503112793,-4.230201721191406,36.97964859008789,3.7186773130043886,3.61036772321204,-1.8373346546620875,-0.1083095897923485
543,20241024a,fa/fa,Adult,F,5,Empa,39.04263687133789,-4.4195709228515625,34.62306594848633,3.664654302074888,3.5445201058640103,-2.0973363204528064,-0.12013419621087751
544,20241024a,fa/fa,Adult,F,6,Empa,50.88050079345703,-4.749641418457031,46.130859375,3.9294797616221278,3.831482126813069,-0.8227857272633634,-0.09799763480905854
545,20241024a,fa/fa,Adult,F,7,Empa,49.7026481628418,-5.578113555908203,44.124534606933594,3.9060582146376603,3.787015968046193,-0.935508826671947,-0.11904224659146756
546,20241024a,fa/fa,Adult,F,8,Empa,39.21644592285156,-3.846000671386719,35.370445251464844,3.6690961976628556,3.5658765915312816,-2.0759583884888295,-0.103219606131574
547,20241024a,fa/fa,Adult,F,9,Empa,37.585540771484375,-3.128360748291016,34.45718002319336,3.6266194224861334,3.539717394413858,-2.2803903909512226,-0.08690202807227543
562,20241024b,fa/+,Adult,M,0,Empa,61.4919548034668,-9.455955505371094,52.0359992980957,4.118906350051494,3.9519357732504914,0.08888557149042761,-0.16697057680100302
563,20241024b,fa/+,Adult,M,11,Empa,58.810245513916016,-10.49396514892578,48.316280364990234,4.0743160831599035,3.8777685714621475,-0.12571823289574005,-0.19654751169775597
564,20241024b,fa/+,Adult,M,12,Empa,62.17161560058594,-17.2171630859375,44.95445251464844,4.129898554763378,3.8056498108429118,0.14178879710908124,-0.32424874392046643
