,rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change
617,20241028a,fa/fa,Adult,M,2,Empa,73.8902587890625,-2.636444091796875
618,20241028a,fa/fa,Adult,M,3,Empa,66.37417602539062,-3.4163856506347656
619,20241028a,fa/fa,Adult,M,4,Empa,68.38496398925781,-3.6247787475585938
620,20241028a,fa/fa,Adult,M,5,Empa,55.7676010131836,-1.9036865234375
621,20241028a,fa/fa,Adult,M,6,Empa,60.89731597900391,-5.011119842529297
622,20241028a,fa/fa,Adult,M,7,Empa,59.97761535644531,-2.140277862548828
623,20241028a,fa/fa,Adult,M,8,Empa,55.929786682128906,-2.8465347290039062
624,20241028a,fa/fa,Adult,M,9,Empa,70.18956756591797,-2.9271469116210938
640,20241029a,fa/fa,Adult,M,0,Empa,52.16755676269531,-4.050590515136719
641,20241029a,fa/fa,Adult,M,10,Empa,42.5770263671875,-5.111804962158203
642,20241029a,fa/fa,Adult,M,11,Empa,48.296295166015625,-4.700347900390625
643,20241029a,fa/fa,Adult,M,12,Empa,43.47970581054688,-2.85662841796875
644,20241029a,fa/fa,Adult,M,13,Empa,43.39975357055664,-3.7357215881347656
645,20241029a,fa/fa,Adult,M,14,Empa,52.58184051513672,-4.283660888671875
646,20241029a,fa/fa,Adult,M,15,Empa,47.6251220703125,-3.8170013427734375
647,20241029a,fa/fa,Adult,M,16,Empa,56.40147399902344,-5.856346130371094
648,20241029a,fa/fa,Adult,M,17,Empa,50.50676345825195,-5.666465759277344
649,20241029a,fa/fa,Adult,M,18,Empa,39.9565658569336,-4.171161651611328
650,20241029a,fa/fa,Adult,M,19,Empa,42.503231048583984,-4.161163330078125
651,20241029a,fa/fa,Adult,M,1,Empa,49.49031829833984,-3.3215866088867188
652,20241029a,fa/fa,Adult,M,2,Empa,56.59798431396485,-4.463874816894531
653,20241029a,fa/fa,Adult,M,4,Empa,51.51695251464844,-5.081695556640625
654,20241029a,fa/fa,Adult,M,5,Empa,60.10989761352539,-5.413101196289063
655,20241029a,fa/fa,Adult,M,6,Empa,45.63356018066406,-3.212657928466797
656,20241029a,fa/fa,Adult,M,7,Empa,47.9126205444336,-3.3810386657714844
657,20241029a,fa/fa,Adult,M,8,Empa,42.87150955200195,-4.638618469238281
658,20241029a,fa/fa,Adult,M,9,Empa,60.413665771484375,-7.856143951416016
679,20241029b,fa/+,Adult,F,0,Empa,85.27482604980469,-2.64178466796875
680,20241029b,fa/+,Adult,F,11,Empa,90.26344299316406,-2.644981384277344
681,20241029b,fa/+,Adult,F,12,Empa,83.08834075927734,-3.801956176757813
682,20241029b,fa/+,Adult,F,13,Empa,73.45122528076172,-4.413002014160156
683,20241029b,fa/+,Adult,F,14,Empa,77.77147674560547,-0.4415817260742187
684,20241029b,fa/+,Adult,F,15,Empa,76.02088165283203,-1.8530502319335935
685,20241029b,fa/+,Adult,F,16,Empa,86.41938781738281,-1.910118103027344
686,20241029b,fa/+,Adult,F,17,Empa,77.45521545410156,-2.4654693603515625
687,20241029b,fa/+,Adult,F,19,Empa,77.0866928100586,-4.105522155761719
688,20241029b,fa/+,Adult,F,1,Empa,81.01783752441406,-2.4672164916992188
689,20241029b,fa/+,Adult,F,20,Empa,84.89093017578125,-3.227569580078125
690,20241029b,fa/+,Adult,F,22,Empa,82.33544158935547,-2.8160552978515625
691,20241029b,fa/+,Adult,F,23,Empa,73.72093200683594,-1.6006927490234375
692,20241029b,fa/+,Adult,F,24,Empa,73.01329040527344,-2.3671951293945312
693,20241029b,fa/+,Adult,F,2,Empa,81.9941635131836,-3.7505950927734375
694,20241029b,fa/+,Adult,F,3,Empa,80.3359603881836,-2.0031051635742188
695,20241029b,fa/+,Adult,F,4,Empa,94.23777770996094,-4.1966094970703125
696,20241029b,fa/+,Adult,F,5,Empa,102.89012908935548,-4.695274353027344
697,20241029b,fa/+,Adult,F,6,Empa,97.09923553466795,-1.4004974365234375
698,20241029b,fa/+,Adult,F,7,Empa,83.89591979980469,-5.843498229980469
699,20241029b,fa/+,Adult,F,8,Empa,80.84780883789062,-2.956581115722656
700,20241029b,fa/+,Adult,F,9,Empa,83.583740234375,-3.9425582885742183
725,20241029c,fa/+,Adult,F,0,Empa,102.74846649169922,-14.762832641601562
726,20241029c,fa/+,Adult,F,10,Empa,100.03550720214844,-10.798744201660156
727,20241029c,fa/+,Adult,F,11,Empa,90.90437316894533,-14.88702392578125
728,20241029c,fa/+,Adult,F,12,Empa,97.81608581542967,-15.846405029296877
729,20241029c,fa/+,Adult,F,13,Empa,83.81974792480469,-13.19316864013672
730,20241029c,fa/+,Adult,F,14,Empa,81.9608383178711,-11.768287658691406
731,20241029c,fa/+,Adult,F,15,Empa,84.2281494140625,-11.724113464355469
732,20241029c,fa/+,Adult,F,16,Empa,88.72598266601562,-12.252952575683594
733,20241029c,fa/+,Adult,F,17,Empa,99.19761657714844,-13.000022888183594
734,20241029c,fa/+,Adult,F,19,Empa,89.22650146484375,-10.095703125
735,20241029c,fa/+,Adult,F,1,Empa,100.2454071044922,-13.46661376953125
736,20241029c,fa/+,Adult,F,20,Empa,89.19612121582031,-11.917518615722656
737,20241029c,fa/+,Adult,F,21,Empa,87.58433532714844,-10.28679656982422
738,20241029c,fa/+,Adult,F,22,Empa,90.56854248046876,-14.761604309082031
739,20241029c,fa/+,Adult,F,2,Empa,95.5266342163086,-14.20465087890625
740,20241029c,fa/+,Adult,F,3,Empa,103.68401336669922,-14.805686950683594
741,20241029c,fa/+,Adult,F,4,Empa,106.52535247802734,-13.396873474121094
742,20241029c,fa/+,Adult,F,5,Empa,99.28451538085938,-13.386093139648438
743,20241029c,fa/+,Adult,F,7,Empa,95.7562255859375,-12.309051513671877
744,20241029c,fa/+,Adult,F,8,Empa,96.7712631225586,-14.038497924804688
745,20241029c,fa/+,Adult,F,9,Empa,97.5632781982422,-12.602752685546877
768,20241030a,fa/fa,Adult,F,0,Empa,36.47769165039063,-2.392719268798828
769,20241030a,fa/fa,Adult,F,10,Empa,33.579769134521484,-2.9070491790771484
770,20241030a,fa/fa,Adult,F,11,Empa,49.022438049316406,-5.26214599609375
771,20241030a,fa/fa,Adult,F,12,Empa,43.12353897094727,-3.850757598876953
772,20241030a,fa/fa,Adult,F,13,Empa,44.2656135559082,-1.770183563232422
773,20241030a,fa/fa,Adult,F,14,Empa,38.193336486816406,-2.996280670166016
774,20241030a,fa/fa,Adult,F,15,Empa,46.87216567993164,-3.11575698852539
775,20241030a,fa/fa,Adult,F,16,Empa,37.74833297729492,-2.800861358642578
776,20241030a,fa/fa,Adult,F,17,Empa,30.06605529785156,-2.171041488647461
777,20241030a,fa/fa,Adult,F,18,Empa,30.487268447875977,-1.815448760986328
778,20241030a,fa/fa,Adult,F,19,Empa,39.7432975769043,-3.395557403564453
779,20241030a,fa/fa,Adult,F,1,Empa,53.01272964477539,-5.117511749267578
780,20241030a,fa/fa,Adult,F,2,Empa,54.66022872924805,-4.025348663330078
781,20241030a,fa/fa,Adult,F,3,Empa,57.27134323120117,-5.791751861572266
782,20241030a,fa/fa,Adult,F,4,Empa,38.049747467041016,-2.676742553710937
783,20241030a,fa/fa,Adult,F,5,Empa,41.378787994384766,-4.614665985107422
784,20241030a,fa/fa,Adult,F,6,Empa,38.91805648803711,-2.8421783447265625
785,20241030a,fa/fa,Adult,F,7,Empa,45.23543548583984,-4.294094085693359
786,20241030a,fa/fa,Adult,F,8,Empa,39.82411956787109,-3.655315399169922
787,20241030a,fa/fa,Adult,F,9,Empa,33.77888107299805,-2.955852508544922
803,20241030b,fa/fa,Adult,F,11,Empa,55.14364242553711,1.2693634033203125
804,20241030b,fa/fa,Adult,F,12,Empa,66.42369842529297,1.4322586059570312
805,20241030b,fa/fa,Adult,F,14,Empa,37.00404739379883,0.2595252990722656
806,20241030b,fa/fa,Adult,F,1,Empa,63.84680938720703,-0.1934890747070312
807,20241030b,fa/fa,Adult,F,2,Empa,48.81056594848633,-0.4020538330078125
808,20241030b,fa/fa,Adult,F,3,Empa,43.03496170043945,1.468181610107422
809,20241030b,fa/fa,Adult,F,4,Empa,50.44232940673828,0.2362327575683593
810,20241030b,fa/fa,Adult,F,5,Empa,49.53793716430664,2.8174781799316406
811,20241030b,fa/fa,Adult,F,6,Empa,60.21090316772461,0.0855140686035156
812,20241030b,fa/fa,Adult,F,7,Empa,68.20296478271484,0.8925018310546875
813,20241030b,fa/fa,Adult,F,9,Empa,65.7887954711914,-0.9105758666992188
