,rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change
608,20241025a,fa/fa,Adult,F,7,Vehicle,55.85611343383789,3.9847145080566406
609,20241025a,fa/fa,Adult,F,9,Vehicle,56.028079986572266,2.7371177673339844
625,20241028a,fa/fa,Adult,M,0,Vehicle,60.30454254150391,0.2883720397949219
626,20241028a,fa/fa,Adult,M,10,Vehicle,63.90581893920898,5.230731964111328
627,20241028a,fa/fa,Adult,M,11,Vehicle,67.76697540283203,2.7502517700195312
628,20241028a,fa/fa,Adult,M,12,Vehicle,83.81880187988281,4.360160827636719
629,20241028a,fa/fa,Adult,M,13,Vehicle,56.79727935791016,3.9206619262695312
630,20241028a,fa/fa,Adult,M,14,Vehicle,68.85722351074219,3.745559692382813
631,20241028a,fa/fa,Adult,M,1,Vehicle,49.5792236328125,2.4928207397460938
632,20241028a,fa/fa,Adult,M,2,Vehicle,77.32183837890625,1.932830810546875
633,20241028a,fa/fa,Adult,M,3,Vehicle,64.74169921875,2.759857177734375
634,20241028a,fa/fa,Adult,M,4,Vehicle,64.61084747314453,4.455596923828125
635,20241028a,fa/fa,Adult,M,5,Vehicle,55.94873428344727,2.3710594177246094
636,20241028a,fa/fa,Adult,M,6,Vehicle,59.102088928222656,3.5861968994140625
637,20241028a,fa/fa,Adult,M,7,Vehicle,57.23554992675781,3.5439453125
638,20241028a,fa/fa,Adult,M,8,Vehicle,53.74787139892578,2.041797637939453
639,20241028a,fa/fa,Adult,M,9,Vehicle,68.47428894042969,3.6259841918945312
659,20241029a,fa/fa,Adult,M,0,Vehicle,50.81103515625,2.862091064453125
660,20241029a,fa/fa,Adult,M,10,Vehicle,44.36341857910156,2.1962966918945312
661,20241029a,fa/fa,Adult,M,11,Vehicle,53.75415802001953,0.21337890625
662,20241029a,fa/fa,Adult,M,12,Vehicle,47.0992546081543,-0.6757316589355469
663,20241029a,fa/fa,Adult,M,13,Vehicle,43.04461288452149,3.275249481201172
664,20241029a,fa/fa,Adult,M,14,Vehicle,51.20782852172852,3.009071350097656
665,20241029a,fa/fa,Adult,M,15,Vehicle,49.53541564941406,0.1472663879394531
666,20241029a,fa/fa,Adult,M,16,Vehicle,57.30052947998047,2.0201873779296875
667,20241029a,fa/fa,Adult,M,17,Vehicle,55.84193420410156,-0.8366508483886719
668,20241029a,fa/fa,Adult,M,18,Vehicle,41.81167221069336,1.122711181640625
669,20241029a,fa/fa,Adult,M,19,Vehicle,45.31248092651367,0.6076278686523438
670,20241029a,fa/fa,Adult,M,1,Vehicle,49.718021392822266,1.4641876220703125
671,20241029a,fa/fa,Adult,M,2,Vehicle,58.63557434082031,1.406463623046875
672,20241029a,fa/fa,Adult,M,3,Vehicle,46.2138557434082,1.2779884338378906
673,20241029a,fa/fa,Adult,M,4,Vehicle,53.24502182006836,1.9932212829589844
674,20241029a,fa/fa,Adult,M,5,Vehicle,63.65497589111328,-0.944000244140625
675,20241029a,fa/fa,Adult,M,6,Vehicle,46.88613510131836,0.6715927124023438
676,20241029a,fa/fa,Adult,M,7,Vehicle,49.36973190307617,1.82330322265625
677,20241029a,fa/fa,Adult,M,8,Vehicle,43.85688018798828,1.6384506225585938
678,20241029a,fa/fa,Adult,M,9,Vehicle,69.08341979980469,-1.323455810546875
701,20241029b,fa/+,Adult,F,0,Vehicle,79.7025146484375,4.661628723144531
702,20241029b,fa/+,Adult,F,10,Vehicle,74.7518310546875,4.984634399414063
703,20241029b,fa/+,Adult,F,11,Vehicle,83.77650451660156,4.459869384765625
704,20241029b,fa/+,Adult,F,12,Vehicle,73.05442810058594,7.388236999511719
705,20241029b,fa/+,Adult,F,13,Vehicle,69.6522216796875,4.0804290771484375
706,20241029b,fa/+,Adult,F,14,Vehicle,74.29564666748047,2.8749008178710938
707,20241029b,fa/+,Adult,F,15,Vehicle,70.58547973632812,4.745018005371094
708,20241029b,fa/+,Adult,F,16,Vehicle,77.85501861572266,4.0723724365234375
709,20241029b,fa/+,Adult,F,17,Vehicle,72.03196716308594,4.8032989501953125
710,20241029b,fa/+,Adult,F,19,Vehicle,75.48145294189453,2.483467102050781
711,20241029b,fa/+,Adult,F,1,Vehicle,73.85475158691406,6.474510192871094
712,20241029b,fa/+,Adult,F,20,Vehicle,75.49085235595703,6.869430541992188
713,20241029b,fa/+,Adult,F,21,Vehicle,63.63262939453125,2.556480407714844
714,20241029b,fa/+,Adult,F,22,Vehicle,73.18208312988281,7.321113586425781
715,20241029b,fa/+,Adult,F,23,Vehicle,66.90087890625,4.080169677734375
716,20241029b,fa/+,Adult,F,24,Vehicle,71.32483673095703,1.3255233764648438
717,20241029b,fa/+,Adult,F,2,Vehicle,75.01560974121094,7.180953979492188
718,20241029b,fa/+,Adult,F,3,Vehicle,78.06393432617188,5.482810974121094
719,20241029b,fa/+,Adult,F,4,Vehicle,89.40475463867188,6.5194244384765625
720,20241029b,fa/+,Adult,F,5,Vehicle,97.0366668701172,5.473625183105469
721,20241029b,fa/+,Adult,F,6,Vehicle,82.79474639892578,11.954307556152344
722,20241029b,fa/+,Adult,F,7,Vehicle,74.70793151855469,7.170860290527344
723,20241029b,fa/+,Adult,F,8,Vehicle,69.41193389892578,7.142791748046875
724,20241029b,fa/+,Adult,F,9,Vehicle,76.22329711914062,5.665077209472656
746,20241029c,fa/+,Adult,F,0,Vehicle,97.07891082763672,10.631210327148438
747,20241029c,fa/+,Adult,F,10,Vehicle,83.42283630371094,11.495246887207031
748,20241029c,fa/+,Adult,F,11,Vehicle,84.30509185791016,8.221290588378906
749,20241029c,fa/+,Adult,F,12,Vehicle,88.9198226928711,9.66681671142578
750,20241029c,fa/+,Adult,F,13,Vehicle,78.41316986083984,7.915687561035156
751,20241029c,fa/+,Adult,F,14,Vehicle,73.02848815917969,8.611610412597656
752,20241029c,fa/+,Adult,F,15,Vehicle,77.8722915649414,9.420623779296877
753,20241029c,fa/+,Adult,F,16,Vehicle,82.02427673339844,7.279609680175781
754,20241029c,fa/+,Adult,F,17,Vehicle,86.53720092773438,12.392311096191406
755,20241029c,fa/+,Adult,F,18,Vehicle,84.66621398925781,8.915733337402344
756,20241029c,fa/+,Adult,F,19,Vehicle,83.71509552001953,8.162940979003906
757,20241029c,fa/+,Adult,F,1,Vehicle,93.34415435791016,10.083206176757812
758,20241029c,fa/+,Adult,F,20,Vehicle,71.76539611816406,20.555809020996094
759,20241029c,fa/+,Adult,F,21,Vehicle,77.22562408447266,9.807083129882812
760,20241029c,fa/+,Adult,F,2,Vehicle,86.86154174804688,10.044586181640623
761,20241029c,fa/+,Adult,F,3,Vehicle,94.33809661865234,7.830963134765625
762,20241029c,fa/+,Adult,F,4,Vehicle,96.04975128173828,12.140953063964844
763,20241029c,fa/+,Adult,F,5,Vehicle,90.83493041992188,10.395477294921877
764,20241029c,fa/+,Adult,F,6,Vehicle,85.51908874511719,11.541229248046877
765,20241029c,fa/+,Adult,F,7,Vehicle,84.58129119873047,10.663917541503906
766,20241029c,fa/+,Adult,F,8,Vehicle,87.1988754272461,8.370925903320312
767,20241029c,fa/+,Adult,F,9,Vehicle,90.58088684082033,7.829490661621094
788,20241030a,fa/fa,Adult,F,0,Vehicle,38.2195930480957,-0.0044822692871093
789,20241030a,fa/fa,Adult,F,10,Vehicle,34.23318862915039,-0.0636329650878906
790,20241030a,fa/fa,Adult,F,11,Vehicle,51.44552993774414,-1.754779815673828
791,20241030a,fa/fa,Adult,F,12,Vehicle,45.8336296081543,-1.3739585876464844
792,20241030a,fa/fa,Adult,F,13,Vehicle,45.13899993896485,-0.3918724060058594
793,20241030a,fa/fa,Adult,F,14,Vehicle,38.78798294067383,-1.0727157592773438
794,20241030a,fa/fa,Adult,F,15,Vehicle,48.11940383911133,-0.8829116821289062
795,20241030a,fa/fa,Adult,F,16,Vehicle,37.58779525756836,-0.4013595581054687
796,20241030a,fa/fa,Adult,F,1,Vehicle,49.6298713684082,1.6594161987304688
797,20241030a,fa/fa,Adult,F,2,Vehicle,56.066593170166016,0.898345947265625
798,20241030a,fa/fa,Adult,F,4,Vehicle,40.137001037597656,-0.8123970031738281
799,20241030a,fa/fa,Adult,F,5,Vehicle,40.87325668334961,-0.3497505187988281
800,20241030a,fa/fa,Adult,F,7,Vehicle,46.58029556274414,0.1076774597167968
801,20241030a,fa/fa,Adult,F,8,Vehicle,36.62554168701172,-0.5489997863769531
802,20241030a,fa/fa,Adult,F,9,Vehicle,35.53822708129883,-1.7036590576171875
814,20241030b,fa/fa,Adult,F,0,Vehicle,53.2614631652832,11.343433380126951
815,20241030b,fa/fa,Adult,F,10,Vehicle,45.18106460571289,8.298263549804688
816,20241030b,fa/fa,Adult,F,11,Vehicle,55.13285446166992,8.571846008300781
817,20241030b,fa/fa,Adult,F,13,Vehicle,29.043811798095703,6.519145965576172
818,20241030b,fa/fa,Adult,F,14,Vehicle,30.657878875732425,4.8075103759765625
819,20241030b,fa/fa,Adult,F,1,Vehicle,41.33049774169922,5.935794830322266
820,20241030b,fa/fa,Adult,F,2,Vehicle,33.26250457763672,6.90618896484375
821,20241030b,fa/fa,Adult,F,3,Vehicle,42.48552322387695,5.100368499755859
822,20241030b,fa/fa,Adult,F,4,Vehicle,38.02144241333008,8.708744049072266
823,20241030b,fa/fa,Adult,F,5,Vehicle,47.923805236816406,8.18967056274414
824,20241030b,fa/fa,Adult,F,6,Vehicle,55.082740783691406,8.666145324707031
825,20241030b,fa/fa,Adult,F,8,Vehicle,53.768798828125,8.12042236328125
